article_text,paragraphs,article,n_characters,news_site,article_text_eng
szaloncukor és virgács a Mikulás-csomagban. ,8,19,44,Index,Fondants and gorges in the Santa Claus package.
"Ha az idén nem születik semmilyen egyezség az uniós költségvetésről, akkor jövőre az idei büdzsészámokat viszik át – ám azok még nem egy világjárvány okozta helyzetre készültek. ",9,19,178,Index,"If no agreement is reached on the EU budget this year, this year's budget figures will be transferred to the next year — but they are not yet intended for a pandemic situation."
Frissített: a csúcs kezdetén egy német kormányszóvivő azt mondta a dpa hírügynökségnek: ,10,19,88,Index,"Updated: at the beginning of the summit, a German government spokesperson told the dpa news agency:"
Az Európai Uniónak szembe kell szállnia Magyarországgal és Lengyelországgal – erre a következtetésre jut Soros György a Project Syndicate-en írt új cikkében.,1,20,157,Index,The European Union must confront Hungary and Poland — this is what George Soros concludes in his new article on Project Syndicate.
"Az amerikai magyar milliárdos azután állt a nyilvánosság elé a felszólítással, hogy Magyarország és Lengyelország megvétózta az Európai Unió újabb, hét évre szóló, 1,15 ezer milliárd eurós büdzséjét és a 750 milliárd eurós mentőcsomagját. Bár mindkét ország a legnagyobb haszonélvezője, a kormányuk mégis hajthatatlanul ellenzi a jogállamisági feltételeket, amelyeket az Európai Unió állított [a támogatásokból való részesedésért] az Európai Parlament döntésének nyomán – fejti ki Soros György. Szerinte a két ország miniszterelnöke, Orbán Viktor, illetve Mateusz Morawiecki számára a jogállam nem több, mint egy gyakorlati akadálya a személyes és politikai korrupciónak, a vétót pedig „kétségbeesett szerencsejátéknak” nevezi.",2,20,727,Index,"The American Hungarian billionaire came to the public after Hungary and Poland vetoed the European Union's budget of 1.15 thousand billion euros and the 750 billion euros rescue package for seven years. Although both countries are the largest beneficiaries, their government relentlessly opposes the rule of law conditions set by the European Union [for share of grants] following the decision of the European Parliament, states George Soros. According to him, for the Prime Minister of the two countries, Viktor Orbán and Mateusz Morawiecki, the rule of law is nothing more than a practical obstacle to personal and political corruption, and he calls the veto “desperate gambling”."
"A cikk során példákat hoz arra, hogy Magyarország kormánya hogyan sértette meg a jogállamiságot és a közvagyont:",3,20,112,Index,This article gives examples of how the Government of Hungary has violated the rule of law and public property:
"Soros György szerint megoldást jelenthet az általa felvázolt problémára,",4,20,72,Index,"According to George Soros, it can be a solution to the problem he has outlined,"
"ha közvetlenül a helyi önkormányzatok kapják meg az EU-s támogatásokat Magyarországon,",5,20,86,Index,"if the EU subsidies are received directly to local governments in Hungary,"
"mivel az önkormányzatokban még mindig működik a demokrácia, nem úgy, mint nemzeti szinten.",6,20,90,Index,"because democracy still works in local governments, unlike at national level."
"Nincs semmilyen észszerű magyarázat arra, hogy Szlovákia számára miért lennének elfogadhatatlanok az uniós feltételek, amelyek a jogállamisághoz kötnék a támogatások lehívását. Az uniós támogatási feltételek megegyeznek a szlovák kormány programjával – mondta Ivan Korčok. A szlovák külügyminiszter így reagált arra, hogy hétfőn Magyarország és Lengyelország megvétózta az Európai Unió hosszú távú költségvetését és a koronavírus-járvány utáni helyreállítási tervet, amelyek összértéke 1,8 billió euró.",1,21,502,Index,"There is no reasonable explanation as to why the EU conditions, which would link the rule of law to call aid, would be unacceptable for Slovakia. The EU support conditions are the same as the Slovak Government's programme, said Ivan Korčok. The Slovak Foreign Minister reacted that on Monday Hungary and Poland vetoed the European Union's long-term budget and the post-coronavirus recovery plan, the total value of which was EUR 1.8 trillion."
"A szlovák diplomácia irányítója úgy fogalmazott: „Fennáll a veszélye, hogy az EU kénytelen lesz ideiglenes költségvetéssel gazdálkodni, és késlekedni fog az újjáépítési alap forrásainak felhasználása. Szlovákiának alapvető érdeke, hogy ilyen impulzusok érkezzenek Európából”. Hozzátette: még mindig lát esélyt a megegyezésre.",2,21,325,Index,The leader of Slovak diplomacy said: “There is a risk that the EU will be forced to manage a temporary budget and will delay the use of funds from the Reconstruction Fund. It is in Slovakia's fundamental interest that such impulses come from Europe”. He added that he still sees a chance to reach an agreement.
"A szlovák külügyminiszter szerint a kulturális és etikai témáknak, valamint a migrációval kapcsolatos problémáknak nincs közük a jogállamiság kérdéséhez. „Nem találok semmilyen észszerű magyarázatot arra, miért lennének elfogadhatatlanok azok az uniós feltételek, amelyek a vétó tárgyát képezik” — jegyezte meg. Hozzáfűzte: ezeket a feltételeket segítségként értékeli az EU részéről a jogállamiság javítására Szlovákiában. A szlovák külügyi tárca vezetője szerint az EU az igazságszolgáltatás függetlenségét és az igazságügy hatékony védelmet várja el azoktól a tagállamoktól, amelyek európai forrásokat akarnak lehívni.",3,21,620,Index,"According to the Slovak Foreign Minister, cultural and ethical topics and migration problems have nothing to do with the rule of law. “I cannot find any reasonable explanation as to why EU conditions which are subject to veto would be unacceptable”, he noted. He added that he assesses these conditions as an help on the part of the EU to improve the rule of law in Slovakia. According to the head of the Slovak Ministry for Foreign Affairs, the EU expects the independence of the judiciary and effective protection of justice from those Member States that want to call on European funds."
"Mateusz Morawiecki lengyel kormányfő csütörtöki Facebook-posztjában kiállt az EU-tagság mellett, ugyanakkor újra kifejezte ellenérzését az EU jogállamiságról szóló feltételeivel kapcsolatban. ",1,22,192,Index,"In his Facebook post on Thursday, Polish Prime Minister Mateusz Morawiecki stood up for EU membership, while reiterating his opposition to the EU's conditions on the rule of law."
"„Igent mondunk az Európai Unióra, de nemet az úgynevezett jogállamiság értékelésében alkalmazandó önkényes kritériumokra” – olvasható Morawiecki bejegyzésében.",2,22,159,Index,"“We say yes to the European Union, but no to the arbitrary criteria applicable in the assessment of the so-called rule of law”, Morawiecki wrote."
"Korábban Lengyelország és Magyarország megvétózta a következő hét évre szóló EU-s költségvetést, mert az uniós támogatásokat az Európai Parlament döntése szerint jogállamisági feltételekhez kötnék.",3,22,197,Index,"Previously, Poland and Hungary vetoed the EU budget for the next seven years because EU funds would be subject to rule of law conditions according to the European Parliament's decision."
"Az Európai Parlamentet nem érdekli az orbáni vétó, nem enged a jogállamiság ügyében. Ez derült ki azután, hogy David Sassoli EP-elnök szerdán tárgyalt a parlamenti frakcióvezetőkkel. A résztvevők közös közleményt adtak ki arról, hogy ragaszkodnak álláspontjukhoz az Európai Unió költségvetéséről, a koronavírus-járvány miatt létrehozott helyreállítási alapról és a rendszerbe épített jogállamisági feltételekről, és mindennek az elfogadására szólítják fel az Európai Tanácsot is.",1,23,479,Index,"The European Parliament does not care about the Orban veto, does not allow the rule of law. This was revealed after EP President David Sassoli negotiated with parliamentary group leaders on Wednesday. Participants issued a joint communication sticking to their position on the budget of the European Union, the recovery fund for the coronavirus epidemic and the conditions of the rule of law integrated into the system, and calling on the European Council to adopt this."
