article_text,paragraphs,article,n_characters,news_site,article_text_eng
"Havasi Bertalan emlékeztetett: Orbán Viktor már korábban is felhívta a figyelmet arra, veszélyezteti a tagállamok közötti bizalmat, emellett Magyarország érdekeit, ha a következő hétéves költségvetést, illetve a rendkívüli helyreállítási csomagot olyan feltételekhez kötnék, amelyek pontosan nem határozzák meg, hogy mi a vélt jogsértés, és önkényesen vezethetnek politikai alapú költségvetési szankcióhoz kettős mérce alkalmazásával. Magyarország számára alapvetőek a közös értékek, beleértve a jogállamiságot, ezek érvényesülését és alkalmazását a magyar embereknek kell megítélniük, akik erre ugyanúgy képesek, mint bármely más európai nép.",5,5,643,24,"Bertalan Havasi reminded that Viktor Orbán has already drawn attention to the fact that it threatens trust between Member States and the interests of Hungary if the next seven-year budget and the emergency recovery package were imposed on conditions which do not exactly determine what the alleged infringement is and may arbitrarily lead to a political budgetary sanction by applying double standards. For Hungary, common values, including the rule of law, are fundamental, and their functioning and application must be judged by the Hungarian people, who are able to do so just like any other European people."
"A vétóval kapcsolatban Varga Judit is közzétett egy bejegyzést a Facebook-oldalán. Az igazságügyi miniszter azt írta, hogy Magyarország „végig tisztességesen betartotta az uniós szerződéseket és a júliusi alkut” és a felelősség azoké, akik „hagyták, hogy az ideológiai viták túszul ejtsék a mentőcsomagot es megsértették az állam és kormányfők júliusi megállapodását”.",6,5,368,24,"Regarding the veto, Judit Varga also published a post on her Facebook page. The Minister of Justice wrote that Hungary “honestly adhered to the EU treaties and the July bargain” and that the responsibility lies with those who “let ideological debates take the rescue package hostage and violated the July agreement of Heads of State and Government”."
"A Portfolio hétfőn reggel írt arról, hogy értesüléseik szerint a magyar kormány megvétózza az uniós költségvetést. Ezt később a Reutersnek Kovács Zoltán kormányszóvivő is lényegében megerősítette.",7,5,196,24,Portfolio wrote on Monday morning that according to their information the Hungarian government will veto the EU budget. This was later substantially confirmed by the government spokesperson Zoltán Kovács to Reuters.
Kiemelt kép: Mohos Márton/24.hu,8,5,31,24,Featured image: Mohos Márton/24.hu
"A Magyar Nemzetnek Gulyás Gergely azt mondta, az Orbán-kormánynak NATO-szövetségesként együtt kell dolgoznia Joe Biden kormányzatával, de az „ezúttal győztes” Demokrata Pártnak mérlegelnie kell a demokráciaexport veszélyeit, mert a jelek szerint az feleslegesen irányult Közép-Európába,",1,6,286,24,"Gergely Gulyás told the Hungarian Nation that the Orbán government should work together as a NATO ally with the government of Joe Biden, but the Democratic Party “won this time” must weigh the dangers of democracy exports because it seems to have been unnecessarily directed to Central Europe,"
"ahol fejlett demokráciák működnek, ezért semmi szükség nem volt rá, hanem az is, hogy úgy tűnik, túl kevés maradt belőle odahaza.",2,6,129,24,"where there are developed democracies, so there was no need for it, but also that there seems to be too little left of it back home."
"A miniszter a hazai közállapotok miatt az ellenzéki pártokat bírálta, mert folyamatosan bírálják a koronavírus-járvány elleni védekezést,",3,6,137,24,"The minister criticized the opposition parties because of domestic public conditions, because they constantly criticize the protection against the coronavirus epidemic,"
mindent megtesznek a kormány lejáratásáért a válsághelyzet időszakában is.,4,6,74,24,they are doing everything they can to discredit the government during a period of crisis.
"Szerinte a kormány felkészítette az egészségügyet a második hullámra, minden megvan a védekezéshez és",5,6,101,24,"According to him, the government has prepared health care for the second wave, it has everything to defend and"
"a magyar egészségügy képes a vírust kontroll alatt tartani, bármilyen gyorsan terjedjen is. (…) Magyarország a jól védekező államok közé tartozik.",6,6,146,24,"Hungarian health care is able to keep the virus under control, no matter how fast it spreads. (...) Hungary is one of the well-defensive states."
"A jogállamisági vita az EU-val, szerinte nem jogállamisági vita. ",7,6,65,24,"The rule of law dispute with the EU is not, in his view, a dispute of the rule of law."
"A miniszter olvasatában az Európai Unió egyszerűen jogot akar formálni arra, hogy beavatkozzon a magyar belpolitikába. Mint mondta, jogállamisági eljárás az úgynevezett hetes cikkely szerinti,  ha valaki attól eltérőt akar, a lisszaboni szerződést kell módosítani.",8,6,264,24,"In the Minister's reading, the European Union simply wants to form the right to intervene in Hungarian domestic politics. As he said, the rule of law procedure under the so-called Article 7, if someone wants to be different, the Lisbon Treaty needs to be amended."
A jogállamot nem lehet a jogállam lábbal tiprásával szolgálni.,9,6,62,24,The rule of law cannot be served by cramming the rule of law.
"A vita és az uniós vétó a magyar gazdaságot nem érinti. A miniszter szerint a pandémia miatti válság a 2008-asnál is nagyobb lesz, de a gazdaságnak jól jön, hogy a kormány az elmúlt években felkészült a nehéz évekre, Magyarország",10,6,229,24,"The debate and the EU veto do not affect the Hungarian economy. According to the minister, the crisis due to the pandemic will be bigger than 2008, but the economy will be good for the fact that the government has been prepared for the difficult years in recent years, Hungary"
"egyedül is képes hitelt felvenni, nem csak az EU-val együtt.",11,6,60,24,"can take out loans on its own, not just with the EU."
"Ezt követően előkerül, hogy a rendszerváltás idején igényesebb volt a közéleti vita, amit a miniszter egyebek mellett azzal magyarázott, hogy",12,6,141,24,"After that, it turns out that during the regime change the public life debate was more demanding, which the minister explained, among other things, by saying that"
már a célokban sincs egyetértés.,13,6,32,24,there is no consensus on the goals.
"Gulyás Gergely felsorolta, miért szavaznak az emberek a Fideszre.  Szerinte a választók azt nézik, hogy:",14,6,104,24,"Gergely Gulyás listed why people vote for Fidesz. According to him, the voters are watching:"
"tudnak-e egyről a kettőre jutni,",15,6,32,24,"can they get from one to two,"
"van-e munkájuk,",16,6,15,24,"do they have a job,"
"növekvő fizetésük,",17,6,18,24,"increasing their salary,"
"okuk nemzeti büszkeségre,",18,6,25,24,"their cause for national pride,"
"a családtámogatási rendszer lehetőséget ad-e arra, hogy a gyermekvállalás ne a szegénység vállalását jelentse.",19,6,110,24,whether the family support system provides an opportunity for having children not to commit poverty.
"Szerinte ezekben az elmúlt tíz évben Magyarország sokat lépett előre, a bérek nőttek, a legszegényebbeké a leginkább, minimálbér-emelés még soha nem volt ekkora.",20,6,161,24,"According to him, in these past ten years, Hungary has made a lot of progress, wages have increased, the poorest is the most, and minimum wage increases have never been this big."
"Vitán felül áll, hogy ha túl leszünk a járványon, akkor Magyarországon élni jobb és könnyebb lesz, mint bármikor a rendszerváltoztatás óta. Szerintem az emberek többsége ennek megfelelően dönt arról, kire bízza a kormányzást.",21,6,225,24,"It is controversial that once we get through the epidemic, living in Hungary will be better and easier than ever since the system change. I think the majority of people decide accordingly who to entrust the government to."
Kiemelt kép: Gulyás Gergely napirend előtt szólal fel az Országgyûlés plenáris ülésén november 16-án. MTI/Kovács Tamás,22,6,118,24,Featured image: Gergely Gulyás will speak before the agenda at the plenary session of the Parliament on 16 November. MTI/Kovács Tamás
"Annak, hogy még kezdeményezni sem lehet népszavazást, nem a járványhoz, hanem a kormány hatalmi visszaéléseihez van köze – mondta Karácsony Gergely a Telexnek. A november elején kihirdetett veszélyhelyzeti törvény ugyanis tiltja a helyi népszavazásokat és azok kezdeményezését is, így érinti a Karácsony által nemrég bejelentett helyi népszavazási akciót is, amivel a közvetlen uniós forrásokat kényszerítenék ki az önkormányzatoknak.",1,7,434,24,"The fact that a referendum cannot be initiated has nothing to do with the epidemic, but with the government's abuse of power — said Gergely Karácsony to Telex. The Emergency Act promulgated at the beginning of November prohibits local referendums and their initiation, thus also affects the local referendum action announced recently by Christmas, which would force direct EU funds to local governments."
